Applicant_Client_ID,Emphasis Area,Emphasis Area 2,Emphasis Area 3,UU_APPL_CITIZEN,CTZNSHP,AGE,SEX,LOW_INCOME,UU_FIRSTGEN,UU_APPL_NTV_LANG,HAS_LANGUAGE_TEST,TEST_READ,TEST_SPEAK,TEST_WRITE,TEST_LISTEN,MAJOR,GPA,NUM_PREV_INSTS,HAS_GRE_GEN,GRE_VERB,GRE_QUANT,GRE_AW,HAS_GRE_SUBJECT,GRE_SUB,NUM_RECOMMENDS,R_AVG_ORAL,R_AVG_WRITTEN,R_AVG_ACADEMIC,R_AVG_KNOWLEDGE,R_AVG_EMOT,R_AVG_MOT,R_AVG_RES,R_AVG_RATING,RATING,DECISION
3955851,Algebraic Geometry,Commutative Algebra,Undecided,No,UNITED STATES,23.4,Male,No,Unspecified,Other,No,,,,,Mathematics,3.33,4,Yes,163,170,3,Yes,760,4,17.5,15,10,12.5,17.5,20,20,20,2.83,Reject
3955883,Undecided,Differential Equations,Applied Mathematics,Yes,UNITED STATES,25,Male,No,Unspecified,Korean,Yes,27,24,25,28,Applied Mathematics,3.27,1,Yes,144,168,3,Yes,790,3,16.7,16.7,13.3,13.3,16.7,20,10,21.7,4.17,Waitlist
3955914,Algebraic Geometry,Commutative Algebra,Representation Theory,Yes,UNITED STATES,23.8,Male,Unspecified,Unspecified,English,No,,,,,Mathematics,3.47,2,Yes,,,,No,,3,13.3,16.7,16.7,16.7,16.7,16.7,10,23.3,4.63,Waitlist
3956137,Differential Equations,Algebraic Geometry,Geometry/Topology,Yes,UNITED STATES,22.8,Male,No,Unspecified,English,No,,,,,Mathematics,4,2,No,,,,Yes,770,3,16.7,16.7,13.3,20,13.3,20,20,30,2,Reject
3956443,Representation Theory,Number Theory,Geometry/Topology,No,INDIA,23.2,Male,Unspecified,Unspecified,English,Yes,28,24,27,30,Mathematics,3.52,1,Yes,159,165,3.5,Yes,680,3,16.7,10,13.3,13.3,15,16.7,13.3,21.7,3.75,Reject
3956454,Algebraic Geometry,Number Theory,Geometry/Topology,No,CHINA,24.5,Male,Unspecified,Unspecified,Simplified Chinese,Yes,29,17,21,25,Mathematics,3.61,2,Yes,153,170,3,No,,3,10,13.3,20,20,20,20,20,20,4.57,Waitlist
3956503,Representation Theory,Commutative Algebra,Number Theory,No,INDIA,26.4,Female,No,Unspecified,Other,Yes,22,28,27,28,Mathematics,2.81,3,Yes,152,157,3.5,Yes,550,3,20,20,16.7,16.7,16.7,20,13.3,23.3,2.5,Reject
3956574,Geometry/Topology,Applied Mathematics,Undecided,Yes,UNITED STATES,23.9,Male,No,Unspecified,English,No,,,,,Mathematics,3.84,3,Yes,149,159,3,Yes,720,3,13.3,16.7,20,20,20,20,16.7,26.7,4,Waitlist
3956776,Geometry/Topology,Mathematical Biology,Algebraic Geometry,Yes,UNITED STATES,37.1,Male,No,Unspecified,English,No,,,,,Mathematics,0,1,No,,,,No,,3,3.3,3.3,10,10,6.7,10,5,11.7,3,Reject
3956834,Number Theory,Algebraic Geometry,Commutative Algebra,No,CHINA,22,Unspecified,Unspecified,Unspecified,Simplified Chinese,No,,,,,Mathematics,3.68,1,Yes,,,,Yes,830,4,10,11.3,15,12.5,12.5,15,6.3,17.5,4,Reject
3956925,Undecided,0,0,Yes,UNITED STATES,21.9,Male,Unspecified,Unspecified,English,No,,,,,Engineering,3.83,1,Yes,163,164,4,Yes,750,3,20,13.3,13.3,20,10,16.7,13.3,26.7,3.5,Reject
3957806,Representation Theory,Algebraic Geometry,Geometry/Topology,Yes,UNITED STATES,21.8,Male,Unspecified,Unspecified,English,No,,,,,Mathematics,3.65,1,Yes,169,163,4,Yes,700,3,13.3,13.3,10,16.7,16.7,16.7,6.7,20,2.5,Reject
3958088,Algebraic Geometry,Number Theory,Commutative Algebra,No,CHINA,29.3,Male,Not Sure,Unspecified,Other,Yes,23,10,17,21,Mathematics,0,2,No,,,,No,,3,16.7,20,20,16.7,16.7,20,16.7,23.3,4.23,Waitlist
3958786,Geometry/Topology,Representation Theory,Algebraic Geometry,No,GERMANY,37.3,Female,Not Sure,Unspecified,Romanian,Yes,30,27,30,30,Mathematics,3.88,4,Yes,165,160,4.5,No,,3,16.7,16.7,16.7,20,16.7,20,20,23.3,2.25,Reject
3959837,Commutative Algebra,Representation Theory,0,Yes,UNITED STATES,22,Male,No,Unspecified,English,No,,,,,Mathematics,3.98,3,Yes,166,168,4.5,Yes,680,4,12.5,20,15,17.5,17.5,17.5,12.5,27.5,3,Waitlist
3960631,Differential Equations,Geometry/Topology,Undecided,No,PAKISTAN,24,Male,Unspecified,Unspecified,Other,No,,,,,Mathematics,3.84,1,Yes,,,,No,,3,13.3,13.3,20,20,20,20,16.7,26.7,4,Reject
3964735,Statistics,Mathematical Biology,Probability,No,CHINA,20.6,Male,No,Unspecified,Simplified Chinese,No,,,,,Mathematics,3.31,2,Yes,,,,No,,1,10,20,20,20,20,20,10,20,2.5,Reject
3965477,Number Theory,Algebraic Geometry,Applied Mathematics,No,CHINA,21.9,Male,No,Unspecified,Simplified Chinese,Yes,21,18,18,23,Mathematics,3.53,1,Yes,149,168,2,Yes,670,3,20,20,20,20,20,20,16.7,20,4.17,Reject
3965530,Geometry/Topology,Commutative Algebra,Algebraic Geometry,Yes,UNITED STATES,22.6,Male,No,N,English,No,,,,,Mathematics,3.86,2,Yes,164,169,4.5,Yes,800,4,15,15,17.5,17.5,11.3,10,10,25,4.67,Admit
3967210,Mathematical Biology,Applied Mathematics,Materials and Fluids,Yes,UNITED STATES,24.9,Male,Unspecified,Unspecified,English,No,,,,,Mathematics,3.45,2,Yes,,,,No,,3,13.3,13.3,13.3,16.7,10,16.7,16.7,20,4.25,Admit
3967622,Applied Mathematics,0,0,No,LIBYAN ARAB JAMAHIRIYA,36.3,Female,Unspecified,Unspecified,Arabic,No,,,,,Mathematics,3,3,No,,,,No,,3,6.7,6.7,8.3,10,11.7,13.3,10,8.3,3.25,Reject
3968262,Applied Mathematics,Differential Equations,Materials and Fluids,Yes,UNITED STATES,22.7,Female,No,Unspecified,English,No,,,,,Mathematics,3.85,1,Yes,167,161,4,No,,4,20,20,17.5,15,15,20,17.5,20,4.85,Admit
3973059,Representation Theory,Algebraic Geometry,Undecided,Yes,UNITED STATES,20.9,Male,No,Y,English,No,,,,,Mathematics,3.93,2,Yes,,,,No,,3,13.3,16.7,13.3,10,10,16.7,13.3,18.3,4.95,Admit
3976041,Commutative Algebra,Number Theory,Algebraic Geometry,Yes,UNITED STATES,19.7,Male,No,N,English,No,,,,,Mathematics,3.48,1,Yes,,,,Yes,750,3,16.7,20,20,20,16.7,20,13.3,23.3,4.73,Admit
3977454,Algebraic Geometry,0,0,No,MEXICO,22.9,Male,No,N,Spanish,Yes,26,22,22,26,Mathematics,0,1,Yes,153,170,3,Yes,880,3,10,8.3,13.3,20,16.7,16.7,16.7,18.3,4.85,Admit
3977705,Algebraic Geometry,Number Theory,Representation Theory,No,CHINA,23.6,Male,Not Sure,Y,Traditional Chinese,No,,,,,Mathematics,3.62,2,Yes,159,170,4,Yes,820,3,11.7,13.3,20,16.7,6.7,20,10,23.3,4.57,Admit
3978469,Statistics,Probability,Applied Mathematics,Yes,UNITED STATES,30.7,Female,Not Sure,N,English,No,,,,,Mathematics,3.07,5,Yes,155,164,4,No,,4,15,15,17.5,17.5,17.5,20,17.5,23.8,4.83,Admit
3979406,Probability,Statistics,Applied Mathematics,No,TAIWAN,24.9,Female,Yes,Y,Traditional Chinese,No,,,,,Mathematics,3.93,1,Yes,146,164,4,No,,3,11.7,13.3,20,20,16.7,20,16.7,26.7,4.5,Admit
3979717,Applied Mathematics,Mathematical Biology,Statistics,Yes,UNITED STATES,21.1,Female,No,N,English,No,,,,,Physics,4,2,Yes,167,166,4,No,,3,13.3,16.7,16.7,16.7,16.7,16.7,16.7,26.7,4.31,Admit
3980005,Geometry/Topology,Commutative Algebra,Undecided,Yes,UNITED STATES,24.5,Female,No,N,English,No,,,,,Mathematics,4,2,Yes,159,157,4,No,,4,20,17.5,17.5,15,15,17.5,15,21.3,4,Admit
3980110,Applied Mathematics,Numerical Analysis,Differential Equations,No,SAUDI ARABIA,31,Female,No,N,Arabic,No,,,,,Mathematics,3.78,2,No,,,,No,,4,7.5,13.8,15,7.5,7.5,7.5,5,21.3,4.5,Admit
3980497,Statistics,Probability,Applied Mathematics,No,CHINA,21.6,Female,No,N,Simplified Chinese,No,,,,,Mathematics,3.94,1,Yes,158,166,3.5,No,,3,6.7,11.7,20,20,16.7,20,16.7,30,4.75,Admit
3981360,Statistics,Applied Mathematics,Statistics,No,CHINA,22.4,Female,No,N,Simplified Chinese,No,,,,,Mathematics,3.44,1,No,,,,No,,3,11.7,13.3,16.7,13.3,13.3,13.3,10,13.3,4.13,Admit
3981598,Commutative Algebra,Number Theory,Representation Theory,Yes,UNITED STATES,21.6,Male,No,N,English,No,,,,,Mathematics,3.63,1,Yes,144,156,3,Yes,440,3,16.7,16.7,20,20,20,20,16.7,26.7,5,Admit
3981603,Applied Mathematics,Differential Equations,Representation Theory,Yes,UNITED STATES,23.7,Female,No,N,English,No,,,,,Mathematics,3.85,2,Yes,167,161,4,No,,4,17.5,17.5,17.5,17.5,15,20,17.5,22.5,4.73,Admit
3982001,Commutative Algebra,Algebraic Geometry,Representation Theory,No,CHINA,24.3,Male,Not Sure,N,Simplified Chinese,Yes,26,22,20,28,Mathematics,3.23,2,Yes,142,168,2.5,Yes,840,3,16.7,13.3,16.7,16.7,13.3,16.7,13.3,21.7,3.5,Admit
3982070,Applied Mathematics,Mathematical Biology,Statistics,Yes,UNITED STATES,22.3,Female,No,N,English,No,,,,,Mathematics,3.84,1,Yes,160,166,5,Yes,590,3,16.7,16.7,16.7,20,20,20,13.3,26.7,4.63,Admit
3982086,Geometry/Topology,Algebraic Geometry,Representation Theory,Yes,UNITED STATES,25.2,Male,No,Y,English,No,,,,,Engineering,3.09,2,Yes,149,166,4,Yes,610,4,17.5,15,12.5,12.5,12.5,20,10,22.5,4.75,Admit
3982384,Algebraic Geometry,Geometry/Topology,Commutative Algebra,Yes,UNITED STATES,24.2,Male,No,N,English,No,,,,,Applied Mathematics,3.55,3,Yes,154,170,3.5,Yes,680,3,16.7,11.7,13.3,16.7,16.7,20,16.7,18.3,5,Admit
3982471,Algebraic Geometry,Commutative Algebra,Geometry/Topology,Yes,UNITED STATES,22.2,Male,No,N,English,No,,,,,Mathematics,3.94,1,Yes,160,165,5.5,Yes,670,3,16.7,16.7,16.7,20,16.7,16.7,16.7,26.7,4.5,Admit
3982516,Representation Theory,Commutative Algebra,0,No,CHINA,24.4,Female,Unspecified,N,Traditional Chinese,Yes,25,21,25,29,Applied Mathematics,3.67,2,Yes,155,170,3.5,Yes,840,3,20,16.7,20,20,20,20,20,26.7,4.52,Admit
3982610,Geometry/Topology,0,0,No,KOREA REPUBLIC OF,24.6,Male,No,N,Korean,Yes,27,23,26,30,Mathematics,3.89,1,Yes,153,170,4,Yes,970,3,20,13.3,16.7,20,20,20,16.7,23.3,4.33,Waitlist
3982781,Commutative Algebra,Algebraic Geometry,Geometry/Topology,No,CHINA,21.7,Male,Unspecified,Unspecified,Simplified Chinese,Yes,28,23,27,27,Mathematics,3.73,1,Yes,154,170,3.5,Yes,840,3,10,20,20,20,20,16.7,13.3,26.7,4.63,Admit
3983120,Mathematical Biology,Commutative Algebra,Algebraic Geometry,Yes,UNITED STATES,20.4,Female,No,N,English,No,,,,,Mathematics,3.96,1,Yes,158,160,4,No,,4,17.5,17.5,17.5,15,17.5,20,10,25,4,Admit
3983122,Commutative Algebra,Algebraic Geometry,Geometry/Topology,No,HONDURAS,25.8,Male,Yes,N,Spanish,Yes,28,24,22,29,Mathematics,3.97,1,Yes,152,166,3,Yes,103,3,13.3,16.7,20,20,16.7,20,20,26.7,4.75,Admit
3983163,Algebraic Geometry,Number Theory,Commutative Algebra,No,CHINA,22.6,Male,Unspecified,Unspecified,Other,Yes,29,23,25,22,Mathematics,3.65,2,Yes,152,168,3.5,Yes,970,3,11.7,13.3,16.7,16.7,13.3,16.7,16.7,21.7,4.75,Admit
3983284,Representation Theory,Commutative Algebra,Number Theory,No,AUSTRALIA,22.6,Male,No,N,English,No,,,,,Pure Mathematics,3.42,1,Yes,160,166,4,Yes,820,4,17.5,17.5,15,20,17.5,20,17.5,25,4.5,Admit
3983316,Undecided,Number Theory,Probability,No,FRANCE,32.1,Male,No,N,French,Yes,30,23,28,29,Mathematics,3.71,5,Yes,161,168,3.5,Yes,830,4,7.5,15,20,20,7.5,15,10,27.5,4.5,Admit
3983625,Algebraic Geometry,Geometry/Topology,Undecided,No,INDIA,21.7,Female,Not Sure,N,Other,Yes,29,24,28,30,Mathematics,0,1,Yes,163,168,4,Yes,760,3,11.7,10,16.7,13.3,10,13.3,10,21.7,4.86,Admit
3983922,Probability,0,0,No,CHINA,25,Male,No,N,Simplified Chinese,No,,,,,Applied Mathematics,3.57,2,Yes,152,170,3,Yes,860,2,10,15,20,20,15,15,10,20,4.6,Admit
3984652,Mathematical Biology,0,0,No,GREECE,23.7,Female,No,N,Greek,No,,,,,Mathematics,3.85,2,Yes,159,161,4,No,,3,15,13.3,15,16.7,15,15,15,18.3,4.25,Admit
3985341,Commutative Algebra,Algebraic Geometry,Representation Theory,Yes,UNITED STATES,22,Male,Not Sure,Y,English,No,,,,,Pure Mathematics,3.31,1,Yes,152,157,2.5,Yes,540,3,6.7,13.3,16.7,20,16.7,20,16.7,23.3,4.47,Waitlist
3985398,Commutative Algebra,Algebraic Geometry,Geometry/Topology,No,KOREA REPUBLIC OF,23.1,Male,No,N,Korean,Yes,30,30,28,30,Mathematics,3.7,2,Yes,163,170,4.5,Yes,810,3,10,10,10,10,6.7,13.3,10,16.7,3.93,Waitlist
3985537,Geometry/Topology,Algebraic Geometry,Number Theory,Yes,UNITED STATES,32.1,Male,No,N,English,No,,,,,Mathematics,3.8,4,Yes,158,163,4,No,,3,13.3,6.7,16.7,16.7,13.3,20,10,20,4.25,Waitlist
3985774,Geometry/Topology,Algebraic Geometry,Number Theory,Yes,UNITED STATES,21.7,Male,Not Sure,N,English,No,,,,,Mathematics,3.47,1,Yes,164,163,5.5,Yes,600,3,13.3,11.7,10,10,13.3,16.7,13.3,23.3,4.3,Waitlist
3985828,Mathematical Biology,Mathematical Biology,Applied Mathematics,No,GHANA,26.6,Female,Not Sure,Y,English,No,,,,,Mathematics,0,2,Yes,135,140,3,No,,4,10,10,17.5,15,6.3,13.8,10,22.5,4.36,Waitlist
3986024,Algebraic Geometry,Number Theory,Commutative Algebra,No,CHINA,21.5,Male,Not Sure,Y,Simplified Chinese,Yes,28,20,23,30,Mathematics,3.73,2,Yes,155,169,3.5,No,,3,16.7,16.7,20,20,13.3,16.7,20,23.3,4.55,Waitlist
3986189,Algebraic Geometry,Commutative Algebra,Number Theory,Yes,UNITED STATES,23.1,Male,No,N,English,No,,,,,Mathematics,3.91,2,Yes,161,165,5,Yes,860,3,16.7,10,20,20,20,20,20,26.7,4.68,Waitlist
3986399,Algebraic Geometry,Number Theory,Commutative Algebra,No,KOREA REPUBLIC OF,23.9,Male,No,N,Korean,Yes,30,23,27,29,Mathematics,3.78,1,Yes,164,170,4,Yes,970,3,16.7,16.7,20,16.7,16.7,20,16.7,30,3,Reject
3986685,Mathematical Biology,Differential Equations,Probability,Yes,UNITED STATES,27,Male,No,N,English,No,,,,,Mathematics,3.91,5,Yes,150,161,5.5,Yes,620,3,20,20,20,20,20,20,20,30,4.48,Waitlist
3987250,Mathematical Biology,Applied Mathematics,Differential Equations,Yes,UNITED STATES,23.2,Male,No,N,English,No,,,,,Mathematics,3.56,1,Yes,168,169,4.5,Yes,650,4,12.5,10,17.5,17.5,15,17.5,17.5,22.5,4.58,Waitlist
3987695,Algebraic Geometry,Representation Theory,Number Theory,Yes,UNITED STATES,22.3,Male,Unspecified,Unspecified,English,No,,,,,Mathematics,3.56,1,Yes,162,167,4,Yes,860,3,20,20,20,20,20,20,20,30,4.8,Waitlist
3987803,Geometry/Topology,Representation Theory,Number Theory,No,CHINA,25.1,Female,Unspecified,Unspecified,Simplified Chinese,No,,,,,Mathematics,3.97,2,Yes,155,170,4,Yes,840,3,13.3,16.7,16.7,16.7,16.7,16.7,16.7,20,4.58,Waitlist
3987851,Applied Mathematics,Numerical Analysis,Mathematical Biology,No,0,26.2,Male,Not Sure,N,English,No,,,,,Mathematics,3.7,2,Yes,,,,No,,3,10,10,16.7,16.7,5,13.3,10,20,4.27,Waitlist
3988048,Algebraic Geometry,Commutative Algebra,Geometry/Topology,No,CHINA,22.9,Male,No,Y,Simplified Chinese,Yes,30,22,20,26,Mathematics,3.4,2,Yes,151,170,3,Yes,830,3,5,8.3,10,10,3.3,13.3,10,20,4.53,Waitlist
3988083,Algebraic Geometry,Commutative Algebra,Number Theory,No,CHINA,21.2,Unspecified,Unspecified,Unspecified,Simplified Chinese,Yes,30,24,23,30,Mathematics,3.84,1,Yes,158,170,3.5,Yes,940,3,13.3,20,20,20,20,20,20,30,4.42,Waitlist
3988254,Mathematical Biology,Differential Equations,Applied Mathematics,Yes,UNITED STATES,24.9,Female,No,N,Spanish,Yes,29,29,27,30,Mathematics,3.75,2,Yes,162,162,4.5,Yes,115,3,16.7,16.7,20,20,20,20,20,26.7,4.37,Waitlist
3988388,Geometry/Topology,Differential Equations,Mathematical Biology,No,CHINA,23.4,Male,Unspecified,Unspecified,Simplified Chinese,No,,,,,Mathematics,3.82,2,Yes,154,170,4,Yes,970,4,6.3,6.3,17.5,17.5,7.5,7.5,7.5,18.8,4.55,Waitlist
3988441,Geometry/Topology,Probability,Mathematical Biology,Yes,UNITED STATES,25.1,Male,No,N,English,No,,,,,Mathematics,2.77,2,Yes,155,168,4,Yes,650,3,20,13.3,16.7,16.7,20,20,16.7,21.7,4.03,Waitlist
3988690,Mathematical Biology,Applied Mathematics,Number Theory,Yes,UNITED STATES,22,Female,No,N,English,No,,,,,Mathematics,3.3,1,Yes,157,158,4,Yes,530,3,16.7,16.7,16.7,13.3,16.7,16.7,10,20,4.4,Waitlist
3988751,Representation Theory,Number Theory,Algebraic Geometry,No,VIET NAM,23.2,Male,Not Sure,N,Other,Yes,30,22,27,30,Mathematics,0,2,Yes,155,170,4,Yes,890,4,17.5,20,20,20,20,20,20,27.5,4.45,Waitlist
3988779,Mathematical Biology,Applied Mathematics,Differential Equations,Yes,UNITED STATES,23.4,Male,No,N,English,No,,,,,Mathematics,3.5,1,Yes,156,165,3,Yes,750,3,16.7,16.7,16.7,16.7,16.7,20,20,20,4.4,Waitlist
3988947,Mathematical Biology,Applied Mathematics,Differential Equations,Yes,UNITED STATES,20.3,Female,Not Sure,N,English,No,,,,,Mathematics,3.9,1,Yes,152,164,4.5,No,,3,20,16.7,20,20,20,20,20,26.7,4.66,Waitlist
3989058,Algebraic Geometry,Commutative Algebra,Number Theory,No,CHINA,26.2,Male,No,N,Traditional Chinese,Yes,30,19,25,29,Mathematics,3.2,2,Yes,150,168,3,Yes,840,3,11.7,10,13.3,13.3,6.7,16.7,10,16.7,3.83,Waitlist
3989160,Algebraic Geometry,Commutative Algebra,Number Theory,No,CHINA,22.1,Male,Unspecified,Unspecified,Other,Yes,27,24,25,25,Applied Mathematics,3.59,2,Yes,159,170,3,Yes,910,5,10,8,18,18,4,14,12,26,4.08,Waitlist
3989356,Commutative Algebra,Algebraic Geometry,Geometry/Topology,No,IRAN (ISLAMIC REPUBLIC OF),21.8,Female,Yes,Y,Other,Yes,21,26,23,26,Mathematics,3.57,1,Yes,142,163,3.5,Yes,650,3,16.7,16.7,20,16.7,20,20,20,30,3.83,Waitlist
3989416,Geometry/Topology,Algebraic Geometry,Commutative Algebra,No,BAHRAIN,22.5,Male,Not Sure,N,Arabic,No,,,,,Mathematics,3.96,2,Yes,140,157,2,Yes,670,5,11,14,16,16,18,16,14,22,4,Waitlist
3989451,Algebraic Geometry,Representation Theory,Commutative Algebra,Yes,UNITED STATES,22.2,Male,No,N,English,No,,,,,Mathematics,3.65,1,Yes,165,163,4,Yes,640,3,20,13.3,13.3,16.7,10,20,13.3,20,4.08,Waitlist
3989629,Mathematical Biology,Applied Mathematics,0,Yes,UNITED STATES,22,Female,No,N,English,No,,,,,Mathematics,3.57,1,Yes,151,159,4.5,No,,3,16.7,16.7,13.3,10,20,20,16.7,20,4.17,Waitlist
3989705,Geometry/Topology,0,0,Yes,UNITED STATES,21.8,Male,No,N,English,No,,,,,Mathematics,3.87,2,Yes,167,170,5.5,Yes,910,3,20,20,20,20,13.3,20,20,26.7,3.7,Waitlist
3989869,Probability,Mathematical Biology,Applied Mathematics,Yes,UNITED STATES,47.8,Male,Unspecified,Unspecified,Other,No,,,,,Mathematics,3.83,5,No,,,,No,,3,16.7,16.7,20,16.7,20,20,20,25,3.75,Waitlist
3990078,Number Theory,Algebraic Geometry,Representation Theory,Yes,UNITED STATES,21.7,Male,No,N,English,No,,,,,Mathematics,3.82,1,Yes,157,169,4.5,Yes,800,3,20,20,20,20,20,20,20,30,3.75,Waitlist
3990428,Algebraic Geometry,Geometry/Topology,Commutative Algebra,Yes,UNITED STATES,21.9,Male,No,N,English,No,,,,,Mathematics,3.86,1,Yes,157,160,3.5,Yes,590,3,8.3,6.7,13.3,10,10,10,0,16.7,3.5,Waitlist
3990605,Geometry/Topology,Differential Equations,Algebraic Geometry,No,KAZAKHSTAN,27.1,Male,Yes,Y,Other,No,,,,,Pure Mathematics,3.32,2,Yes,134,161,2.5,Yes,470,3,10,13.3,16.7,16.7,13.3,20,16.7,18.3,3.63,Waitlist
3990617,Probability,Statistics,0,No,UNITED STATES,22.6,Female,No,Y,Other,Yes,27,20,24,23,Mathematics,3.99,1,Yes,155,168,4,Yes,730,4,15,17.5,20,17.5,20,20,20,22.5,3.5,Waitlist
3990723,Representation Theory,Geometry/Topology,Algebraic Geometry,Yes,UNITED STATES,21.8,Male,No,N,English,No,,,,,Mathematics,3.89,1,Yes,164,170,4,Yes,600,3,16.7,13.3,20,16.7,20,20,20,26.7,4.5,Waitlist
3990759,Undecided,Undecided,Undecided,No,CHINA,21.2,Male,Not Sure,N,Simplified Chinese,Yes,29,23,28,24,Mathematics,3.84,1,Yes,147,168,3.5,Yes,880,3,20,16.7,20,20,20,20,20,30,4.42,Waitlist
3991040,Commutative Algebra,Mathematical Biology,Undecided,Yes,UNITED STATES,21.6,Female,No,N,English,No,,,,,Mathematics,3.97,1,Yes,,,,Yes,500,4,17.5,17.5,20,20,20,20,20,27.5,4.03,Waitlist
3991161,Algebraic Geometry,Commutative Algebra,Geometry/Topology,No,CHINA,21.3,Male,No,N,Simplified Chinese,No,,,,,Mathematics,3.85,1,Yes,154,169,4,Yes,810,4,11.3,17.5,20,20,7.5,15,10,22.5,4.08,Waitlist
3991186,Algebraic Geometry,Geometry/Topology,Number Theory,Yes,UNITED STATES,21.6,Male,No,N,English,No,,,,,Mathematics,3.81,2,Yes,157,163,5.5,Yes,720,3,16.7,16.7,13.3,20,10,20,16.7,26.7,4.5,Waitlist
3991262,Algebraic Geometry,Applied Mathematics,Number Theory,No,CHINA,21.4,Male,No,N,Traditional Chinese,Yes,28,23,25,25,Mathematics,0,1,Yes,153,168,3.5,Yes,890,3,13.3,16.7,20,20,13.3,20,16.7,20,4.1,Waitlist
3991448,Algebraic Geometry,Commutative Algebra,Number Theory,Yes,UNITED STATES,22,Male,No,N,English,No,,,,,Mathematics,3.6,1,Yes,,,,Yes,760,4,15,15,17.5,17.5,7.5,17.5,12.5,27.5,4.5,Waitlist
3991508,Probability,Statistics,Differential Equations,No,CHINA,23.7,Male,No,Y,Simplified Chinese,No,,,,,Mathematics,3.35,2,Yes,146,166,3,No,,3,13.3,10,16.7,16.7,13.3,13.3,13.3,16.7,3.25,Waitlist
3991541,Geometry/Topology,Algebraic Geometry,0,No,LEBANON,23.3,Male,Yes,N,Arabic,Yes,24,23,24,26,Mathematics,4,3,Yes,147,166,3,Yes,800,3,16.7,16.7,16.7,16.7,10,16.7,6.7,16.7,3.9,Waitlist
3991826,Geometry/Topology,Numerical Analysis,Number Theory,Yes,UNITED STATES,21.3,Male,No,N,English,No,,,,,Mathematics,3.82,1,Yes,165,170,5,Yes,720,3,13.3,13.3,16.7,16.7,20,20,13.3,25,3.45,Waitlist
3991837,Probability,Applied Mathematics,Undecided,Yes,UNITED STATES,28.5,Male,Unspecified,Unspecified,English,No,,,,,Applied Mathematics,3.91,4,Yes,158,167,4,Yes,790,3,13.3,8.3,13.3,20,10,16.7,10,23.3,4.25,Waitlist
3991839,Geometry/Topology,Algebraic Geometry,Representation Theory,No,CHINA,23,Male,No,N,Simplified Chinese,No,,,,,Mathematics,3.9,1,Yes,162,170,5,Yes,810,4,10,10,15,15,10,17.5,15,25,4.35,Waitlist
3991942,Algebraic Geometry,Number Theory,Geometry/Topology,No,CHINA,22,Unspecified,Not Sure,N,Simplified Chinese,Yes,27,22,25,25,Applied Mathematics,3.55,1,Yes,152,170,3,Yes,880,3,16.7,16.7,20,20,20,20,20,20,4.38,Waitlist
3991957,Number Theory,Algebraic Geometry,Undecided,No,CHINA,22.7,Female,Unspecified,Unspecified,Simplified Chinese,No,,,,,Applied Mathematics,3.95,2,Yes,143,170,3,Yes,770,3,11.7,16.7,20,20,16.7,20,20,26.7,3.5,Waitlist
3991969,Applied Mathematics,Statistics,Mathematical Biology,No,CHINA,25.2,Male,Unspecified,N,Simplified Chinese,Yes,30,23,22,30,Mathematics,3.7,2,Yes,157,164,3,Yes,890,3,13.3,13.3,16.7,16.7,16.7,20,16.7,25,4.15,Waitlist
3991974,Probability,Applied Mathematics,0,No,TAIWAN,23.4,Male,No,N,Traditional Chinese,Yes,26,23,24,27,Business,3.58,1,Yes,160,169,3,Yes,820,3,16.7,16.7,20,20,20,20,13.3,30,4.35,Waitlist
3992137,Mathematical Biology,Applied Mathematics,Differential Equations,Yes,UNITED STATES,22.9,Female,Unspecified,Y,English,No,,,,,Mathematics,3.96,1,Yes,162,163,5,Yes,570,4,17.5,15,20,15,13.8,17.5,15,27.5,4,Waitlist
3992149,Algebraic Geometry,Geometry/Topology,Commutative Algebra,No,CHINA,24.4,Male,No,Y,Simplified Chinese,Yes,27,20,24,26,Mathematics,4,2,No,,,,No,,3,16.7,16.7,20,20,13.3,20,13.3,21.7,4.25,Waitlist
3992195,Algebraic Geometry,Commutative Algebra,Number Theory,No,CHINA,21.9,Male,Not Sure,Y,Other,Yes,28,22,24,28,Mathematics,3.69,2,Yes,152,170,3,Yes,910,3,13.3,13.3,20,20,20,20,20,30,3.75,Waitlist
3992295,Number Theory,Commutative Algebra,Undecided,No,KOREA REPUBLIC OF,23.7,Male,Not Sure,N,English,Yes,29,30,29,27,Mathematics,3.5,1,Yes,152,169,5.5,Yes,830,3,13.3,16.7,16.7,13.3,20,20,20,23.3,4,Waitlist
3992473,Mathematical Biology,Applied Mathematics,Differential Equations,No,CHINA,21.9,Female,Not Sure,N,Other,No,,,,,Mathematics,3.9,1,Yes,164,167,4,No,,3,20,20,20,20,20,20,20,26.7,4,Waitlist
3992486,Commutative Algebra,Algebraic Geometry,Geometry/Topology,No,COLOMBIA,26.6,Male,No,Y,Spanish,Yes,16,10,13,12,Mathematics,4,2,Yes,130,149,2,Yes,560,4,15,13.8,15,17.5,17.5,17.5,15,25,4.45,Waitlist
3992551,Geometry/Topology,Differential Equations,0,Yes,UNITED STATES,24.9,Male,Yes,Y,English,No,,,,,Mathematics,0,2,Yes,159,168,4,Yes,600,3,20,20,20,20,16.7,20,13.3,26.7,4.5,Waitlist
