Applicant_Client_ID,Emphasis Area,Emphasis Area 2,Emphasis Area 3,UU_APPL_CITIZEN,CTZNSHP,AGE,SEX,LOW_INCOME,UU_FIRSTGEN,UU_APPL_NTV_LANG,HAS_LANGUAGE_TEST,TEST_READ,TEST_SPEAK,TEST_WRITE,TEST_LISTEN,MAJOR,GPA,NUM_PREV_INSTS,HAS_GRE_GEN,GRE_VERB,GRE_QUANT,GRE_AW,HAS_GRE_SUBJECT,GRE_SUB,NUM_RECOMMENDS,R_AVG_ORAL,R_AVG_WRITTEN,R_AVG_ACADEMIC,R_AVG_KNOWLEDGE,R_AVG_EMOT,R_AVG_MOT,R_AVG_RES,R_AVG_RATING,RATING,DECISION
3992745,Applied Mathematics,Differential Equations,Materials and Fluids,Yes,UNITED STATES,25.7,Male,Not Sure,Y,English,No,,,,,Mathematics,3.85,2,Yes,166,169,4.5,Yes,830,3,16.7,13.3,20,20,16.7,16.7,20,20,4.58,Waitlist
3992752,Algebraic Geometry,Geometry/Topology,Commutative Algebra,Yes,UNITED STATES,24.7,Male,No,N,English,No,,,,,Mathematics,3.63,2,Yes,159,165,4.5,No,,4,10,12.5,15,10,15,20,7.5,18.8,4.58,Waitlist
3992822,Geometry/Topology,Differential Equations,Mathematical Biology,Yes,UNITED STATES,23.4,Female,Not Sure,N,English,No,,,,,Mathematics,3.85,2,Yes,153,160,3.5,Yes,600,3,16.7,16.7,16.7,16.7,10,16.7,13.3,23.3,3.38,Waitlist
3992825,Numerical Analysis,Applied Mathematics,Number Theory,Yes,UNITED STATES,22,Male,No,N,English,No,,,,,Mathematics,3.37,1,Yes,143,154,4,No,,3,10,6.7,16.7,13.3,16.7,16.7,11.7,23.3,3.75,Waitlist
3993011,Undecided,0,0,Yes,UNITED STATES,21.4,Female,No,N,English,No,,,,,Mathematics,3.5,3,Yes,153,168,4,Yes,610,3,16.7,16.7,16.7,16.7,20,20,16.7,23.3,3.75,Waitlist
3993030,Algebraic Geometry,Geometry/Topology,Representation Theory,Yes,UNITED STATES,21.6,Male,No,N,English,No,,,,,Mathematics,3.33,2,Yes,162,157,4,No,,3,6.7,13.3,13.3,20,13.3,20,6.7,20,3.67,Waitlist
3993067,Representation Theory,Algebraic Geometry,Commutative Algebra,Yes,UNITED STATES,21.7,Male,No,N,English,No,,,,,Pure Mathematics,4,2,Yes,164,167,4.5,Yes,720,4,17.5,20,20,20,20,20,20,27.5,3.75,Waitlist
3993079,Applied Mathematics,Statistics,Probability,No,CHINA,25,Male,Unspecified,Unspecified,Other,Yes,28,22,26,26,Mathematics,3.74,2,Yes,157,170,4,No,,3,16.7,13.3,20,20,20,20,20,23.3,3.88,Waitlist
3993155,Applied Mathematics,Differential Equations,Geometry/Topology,Yes,UNITED STATES,21.5,Male,No,N,English,No,,,,,Mathematics,3.86,1,Yes,165,167,3.5,Yes,700,3,13.3,13.3,16.7,20,16.7,20,20,30,3.75,Waitlist
3993167,Geometry/Topology,Numerical Analysis,Number Theory,Yes,UNITED STATES,21.7,Female,No,N,English,No,,,,,Mathematics,3.91,1,Yes,160,163,4.5,Yes,600,4,20,15,17.5,17.5,17.5,20,17.5,22.5,3.75,Waitlist
3993178,Algebraic Geometry,Geometry/Topology,Number Theory,No,GREECE,24,Male,No,N,Greek,Yes,29,19,27,26,Mathematics,3.73,2,Yes,150,165,3,Yes,840,4,17.5,17.5,20,20,17.5,20,20,27.5,3.75,Waitlist
3993202,Representation Theory,Applied Mathematics,Algebraic Geometry,No,CHINA,22.6,Male,No,Y,Simplified Chinese,Yes,30,23,23,23,Mathematics,3.69,2,Yes,151,169,3,Yes,890,4,13.8,13.8,20,20,12.5,17.5,20,25,4,Waitlist
3993234,Algebraic Geometry,Number Theory,Representation Theory,No,CHINA,20.5,Male,Not Sure,Y,Simplified Chinese,Yes,22,20,22,26,Mathematics,3.71,2,Yes,154,165,3.5,Yes,910,3,10,10,20,20,20,20,20,26.7,3.67,Waitlist
3993445,Mathematical Biology,0,0,Yes,UNITED STATES,21.7,Female,No,N,English,No,,,,,Mathematics,3.9,2,Yes,156,154,3.5,No,,3,16.7,16.7,16.7,20,20,20,16.7,20,4,Waitlist
3993576,Algebraic Geometry,Geometry/Topology,Commutative Algebra,No,CYPRUS,21,Male,Not Sure,Y,Greek,Yes,25,16.5,22,27,Mathematics,3.72,1,No,,,,Yes,670,3,16.7,16.7,20,20,13.3,16.7,13.3,23.3,4.65,Waitlist
3993603,Applied Mathematics,Differential Equations,Materials and Fluids,Yes,UNITED STATES,25.3,Male,No,N,English,No,,,,,Mathematics,3.86,3,Yes,148,161,3,Yes,530,3,10,10,20,10,16.7,16.7,13.3,26.7,4.45,Waitlist
3993607,Representation Theory,Mathematical Biology,Number Theory,Yes,UNITED STATES,20.6,Female,Not Sure,N,English,No,,,,,Mathematics,3.7,1,Yes,150,153,3.5,No,,3,13.3,13.3,13.3,16.7,13.3,16.7,16.7,23.3,4.07,Waitlist
3993630,Representation Theory,Geometry/Topology,Undecided,No,CHINA,21.7,Female,Unspecified,Unspecified,Simplified Chinese,Yes,29,27,28,30,Mathematics,3.78,2,Yes,154,170,4,Yes,750,3,13.3,20,20,20,13.3,20,20,26.7,4,Waitlist
3993698,Algebraic Geometry,Representation Theory,0,No,CHINA,24.8,Male,Unspecified,Unspecified,Other,Yes,28,17,23,27,Mathematics,0,2,Yes,152,167,3,Yes,890,3,16.7,20,20,20,20,20,16.7,23.3,4.25,Waitlist
3993777,Applied Mathematics,Numerical Analysis,Differential Equations,No,NEPAL,23.5,Male,Not Sure,Y,Other,No,,,,,Mathematics,3.87,1,Yes,138,157,3.5,Yes,880,3,16.7,16.7,20,16.7,10,20,20,30,3.98,Reject
3993799,Geometry/Topology,Algebraic Geometry,Representation Theory,Yes,UNITED STATES,21.6,Female,No,N,English,No,,,,,Mathematics,3.96,1,Yes,165,169,4,Yes,730,3,10,10,20,20,13.3,16.7,16.7,23.3,3.35,Reject
3993809,Algebraic Geometry,Number Theory,Geometry/Topology,Yes,UNITED STATES,21.6,Male,No,N,English,No,,,,,Mathematics,3.97,1,Yes,167,170,6,No,,4,20,20,17.5,17.5,20,20,15,27.5,4.03,Reject
3993865,Representation Theory,Geometry/Topology,Algebraic Geometry,Yes,UNITED STATES,23.4,Male,No,N,English,No,,,,,Mathematics,3.96,1,Yes,164,170,4.5,Yes,860,3,16.7,16.7,20,16.7,20,16.7,16.7,26.7,3.88,Reject
3993969,Algebraic Geometry,Number Theory,Geometry/Topology,No,CHINA,22.2,Male,Unspecified,Unspecified,Simplified Chinese,Yes,29,19,24,29,Mathematics,3.55,1,Yes,153,170,3,Yes,970,3,10,6.7,20,20,10,20,20,26.7,3.47,Reject
3994003,Algebraic Geometry,Commutative Algebra,Geometry/Topology,No,GREECE,22.4,Male,Unspecified,N,Greek,Yes,30,24,25,28,Physics,3.56,1,Yes,161,167,4,Yes,820,3,16.7,16.7,16.7,16.7,16.7,16.7,16.7,26.7,3.5,Reject
3994097,Applied Mathematics,Statistics,Probability,Yes,UNITED STATES,22.4,Male,No,N,English,No,,,,,Mathematics,3.67,1,Yes,,,,No,,3,20,16.7,20,16.7,20,20,13.3,26.7,4.15,Reject
3994178,Algebraic Geometry,Geometry/Topology,Commutative Algebra,No,CHINA,31,Male,Not Sure,Y,Traditional Chinese,No,,,,,Mathematics,3.91,4,Yes,,,,Yes,770,2,7.5,12.5,15,15,15,20,5,17.5,3.33,Reject
3994185,Geometry/Topology,Commutative Algebra,Statistics,Yes,UNITED STATES,24.8,Male,Not Sure,N,English,No,,,,,Mathematics,3.45,2,Yes,156,165,3.5,Yes,640,3,16.7,16.7,20,20,15,16.7,20,26.7,3.6,Reject
3994293,Algebraic Geometry,0,0,No,CHINA,24.2,Male,No,N,Traditional Chinese,Yes,30,25,26,28,Physics,3.6,1,Yes,159,169,4,Yes,890,3,13.3,10,13.3,16.7,16.7,20,13.3,20,3.63,Reject
3994433,Algebraic Geometry,0,0,No,CHINA,23.9,Male,Unspecified,Unspecified,Other,Yes,29,22,24,28,Engineering,3.9,3,Yes,152,169,3,Yes,910,2,12.5,2.5,15,20,15,20,5,20,3.47,Reject
3994464,Numerical Analysis,Applied Mathematics,Mathematical Biology,No,CHINA,22.7,Male,No,N,Simplified Chinese,No,,,,,Mathematics,3.25,2,Yes,147,169,3,Yes,850,3,6.7,6.7,13.3,13.3,10,13.3,13.3,16.7,3.27,Reject
3994514,Mathematical Biology,Applied Mathematics,Probability,No,CHINA,21.4,Female,Yes,Y,Simplified Chinese,No,,,,,Mathematics,3.58,1,Yes,154,170,3.5,No,,4,17.5,17.5,17.5,20,20,20,20,22.5,2.25,Reject
3994587,Number Theory,Algebraic Geometry,Representation Theory,No,CHINA,21.6,Male,Not Sure,N,Simplified Chinese,Yes,29,23,21,29,Mathematics,3.7,1,Yes,162,170,3.5,Yes,710,4,8.8,15,17.5,20,12.5,17.5,15,21.3,3.73,Reject
3994611,Algebraic Geometry,Geometry/Topology,Number Theory,No,NIGERIA,24.6,Male,Yes,Y,Other,No,,,,,Mathematics,3.78,1,Yes,150,160,4,Yes,640,3,20,20,20,16.7,16.7,20,20,26.7,2.5,Reject
3994709,Materials and Fluids,Applied Mathematics,Probability,No,CHINA,27.4,Male,No,Y,Simplified Chinese,Yes,29,20,22,28,Pure Mathematics,3.3,3,Yes,157,167,3.5,Yes,850,3,5,5,13.3,16.7,8.3,16.7,6.7,20,3.68,Reject
3994757,Applied Mathematics,Geometry/Topology,Differential Equations,Yes,UNITED STATES,25,Male,No,N,English,No,,,,,Mathematics,3.35,2,Yes,156,167,3.5,Yes,600,3,13.3,11.7,10,20,10,13.3,16.7,21.7,2.5,Reject
3994819,Mathematical Biology,Applied Mathematics,Differential Equations,Yes,UNITED STATES,22,Male,No,N,English,No,,,,,Mathematics,3.92,1,Yes,159,167,4,Yes,650,3,20,20,20,20,20,20,20,26.7,4.02,Reject
3994883,Algebraic Geometry,Commutative Algebra,Representation Theory,No,TAIWAN,24.9,Male,No,N,Traditional Chinese,Yes,28,17,22,24,Mathematics,3.81,1,Yes,148,163,2,Yes,810,3,16.7,13.3,10,13.3,20,20,10,23.3,2.88,Reject
3994916,Probability,Differential Equations,Statistics,No,CHINA,23.4,Female,No,N,Traditional Chinese,No,,,,,Mathematics,3.68,2,Yes,149,170,3.5,Yes,970,3,1.7,8.3,20,20,6.7,20,6.7,23.3,3.37,Reject
3995065,Algebraic Geometry,Number Theory,Commutative Algebra,No,CHINA,22.4,Male,No,N,Simplified Chinese,No,,,,,Mathematics,3.81,2,Yes,149,167,4,Yes,770,3,20,20,20,20,20,20,20,26.7,3.6,Reject
3995068,Representation Theory,Algebraic Geometry,Number Theory,No,CHINA,21.6,Male,Unspecified,Unspecified,Traditional Chinese,Yes,30,24,27,29,Mathematics,3.72,2,Yes,152,168,3.5,Yes,870,3,20,20,20,20,20,20,20,30,3.98,Reject
3995106,Geometry/Topology,Algebraic Geometry,Undecided,Yes,UNITED STATES,23.4,Female,No,N,English,No,,,,,Pure Mathematics,3.93,3,Yes,,,,Yes,530,3,20,13.3,10,16.7,20,20,13.3,20,3.07,Reject
3995206,Number Theory,Algebraic Geometry,Representation Theory,No,CHINA,23.9,Male,Unspecified,Unspecified,Simplified Chinese,Yes,27,23,28,27,Mathematics,4,2,Yes,157,168,3,Yes,760,3,16.7,20,16.7,20,10,16.7,16.7,25,2.25,Reject
3995510,Geometry/Topology,Algebraic Geometry,Mathematical Biology,Yes,UNITED STATES,22.9,Male,No,N,English,No,,,,,Pure Mathematics,3.81,1,Yes,150,150,3.5,Yes,430,3,16.7,16.7,20,20,16.7,20,20,26.7,3.3,Reject
3995688,Algebraic Geometry,Number Theory,Commutative Algebra,No,CHINA,21.5,Unspecified,Unspecified,Unspecified,Simplified Chinese,Yes,30,20,27,30,Mathematics,3.85,2,Yes,152,167,3.5,Yes,880,5,12,12,20,20,16,20,14,24,4.1,Reject
3995689,Applied Mathematics,Mathematical Biology,Undecided,Yes,UNITED STATES,25,Female,Yes,Y,English,No,,,,,Physics,3.37,1,Yes,153,158,4,No,,3,20,16.7,20,16.7,20,20,16.7,20,3.8,Reject
3995825,Number Theory,Representation Theory,Algebraic Geometry,Yes,UNITED STATES,21.7,Male,No,Y,English,No,,,,,Mathematics,3.86,1,Yes,162,164,4.5,Yes,630,3,16.7,16.7,13.3,16.7,20,13.3,6.7,30,3.93,Reject
3995845,Commutative Algebra,Representation Theory,Geometry/Topology,No,CHINA,21.9,Female,Not Sure,Y,Simplified Chinese,Yes,26,20,21,22,Mathematics,3.14,1,Yes,151,165,3,No,,3,16.7,13.3,13.3,13.3,13.3,16.7,13.3,20,4,Reject
3995983,Mathematical Biology,Differential Equations,Applied Mathematics,Yes,UNITED STATES,22.7,Male,No,N,English,No,,,,,Mathematics,3.9,1,Yes,167,169,5.5,No,,3,13.3,10,13.3,13.3,13.3,13.3,20,23.3,3.95,Reject
3995984,Probability,Differential Equations,Geometry/Topology,No,CHINA,24.1,Male,No,N,Simplified Chinese,No,,,,,Mathematics,3.64,2,Yes,147,168,3.5,Yes,870,3,8.3,6.7,20,20,13.3,20,13.3,21.7,3.75,Reject
3996035,Algebraic Geometry,Number Theory,Commutative Algebra,No,CHINA,23.2,Male,No,N,Simplified Chinese,Yes,29,23,23,25,Applied Mathematics,3.3,1,Yes,150,170,2.5,Yes,890,3,16.7,11.7,16.7,16.7,16.7,16.7,16.7,18.3,3.75,Reject
3996073,Algebraic Geometry,Representation Theory,Commutative Algebra,No,CHINA,23.3,Male,No,Y,Traditional Chinese,Yes,26,23,24,25,Mathematics,3.45,2,Yes,150,168,3,Yes,830,4,5,6.3,15,15,6.3,15,12.5,20,3.85,Reject
3996096,Algebraic Geometry,Number Theory,Geometry/Topology,No,CHINA,23.5,Male,No,N,Other,Yes,29,23,26,24,Engineering,3.64,2,Yes,156,169,3.5,Yes,910,3,11.7,13.3,20,20,13.3,20,13.3,26.7,3.53,Reject
3996265,Differential Equations,Commutative Algebra,Algebraic Geometry,Yes,UNITED STATES,27.2,Male,No,N,English,No,,,,,Mathematics,3.63,2,No,,,,Yes,700,5,10,10,12,12,8,14,4,19,3.5,Reject
3996512,Algebraic Geometry,Number Theory,Geometry/Topology,Yes,UNITED STATES,20.2,Male,No,N,English,No,,,,,Applied Mathematics,3.92,3,Yes,161,167,4,Yes,810,3,20,20,20,20,20,20,20,30,3,Reject
3996549,Algebraic Geometry,Number Theory,Undecided,Yes,UNITED STATES,24.1,Female,No,Y,English,No,,,,,Applied Mathematics,3.9,1,Yes,160,155,5,No,,3,20,13.3,20,16.7,13.3,20,13.3,30,2.5,Reject
3996594,Applied Mathematics,Numerical Analysis,Materials and Fluids,No,INDIA,25.5,Male,Not Sure,N,Other,Yes,29,24,29,29,Mathematics,3.98,1,Yes,157,168,3.5,No,,4,17.5,20,17.5,17.5,20,20,17.5,22.5,2.75,Reject
3996620,Probability,Algebraic Geometry,Undecided,Yes,UNITED STATES,21.5,Male,Yes,N,English,No,,,,,Engineering,3.84,2,Yes,169,170,3.5,Yes,830,3,20,20,20,20,20,20,20,30,2.75,Reject
3996675,Mathematical Biology,Applied Mathematics,Materials and Fluids,Yes,UNITED STATES,21.9,Female,No,N,English,No,,,,,Engineering,3.97,5,Yes,160,164,4,No,,3,20,20,20,20,20,20,20,26.7,3.33,Reject
3996717,Probability,Statistics,Applied Mathematics,No,GHANA,26.7,Female,Yes,N,English,No,,,,,Mathematics,3.61,2,Yes,151,151,3.5,No,,3,11.7,11.7,13.3,10,16.7,20,6.7,20,2.75,Reject
3996765,Statistics,Numerical Analysis,Undecided,No,CHINA,26.3,Male,No,Y,Simplified Chinese,No,,,,,Pure Mathematics,2.71,2,Yes,141,167,3,No,,3,10,8.3,20,16.7,16.7,16.7,13.3,26.7,3.42,Reject
3996799,Algebraic Geometry,Number Theory,Geometry/Topology,No,PORTUGAL,23.8,Male,Unspecified,Unspecified,Portuguese,Yes,30,26,27,28,Mathematics,0,2,Yes,153,164,4,No,,3,11.7,13.3,16.7,20,13.3,20,10,18.3,3.17,Reject
3996877,Commutative Algebra,Geometry/Topology,Algebraic Geometry,No,VIET NAM,22.3,Male,Not Sure,Y,Other,Yes,29,23,30,27,Mathematics,3.84,1,Yes,144,170,4,Yes,840,3,13.3,16.7,20,20,16.7,20,16.7,30,3,Reject
3996933,Probability,Differential Equations,Geometry/Topology,Yes,UNITED STATES,22.4,Male,Yes,N,English,No,,,,,Computer Science,3.05,2,Yes,159,155,4,Yes,520,3,16.7,13.3,16.7,16.7,16.7,20,16.7,23.3,3,Reject
3996942,Mathematical Biology,Applied Mathematics,Differential Equations,Yes,UNITED STATES,23.5,Female,No,N,English,No,,,,,Mathematics,3.79,1,Yes,157,164,4,No,,3,20,20,10,13.3,16.7,20,16.7,26.7,2,Reject
3997075,Statistics,Mathematical Biology,Applied Mathematics,No,UNITED STATES,47,Male,No,Y,Other,No,,,,,Mathematics,3.8,5,Yes,,,,No,,3,11.7,15,16.7,20,20,16.7,16.7,21.7,3.6,Reject
3997154,Algebraic Geometry,Commutative Algebra,Geometry/Topology,No,JAPAN,24.2,Male,No,N,Japanese,Yes,25,20,21,24,Mathematics,0,2,Yes,142,166,3,Yes,710,3,8.3,10,13.3,10,13.3,16.7,10,18.3,3,Reject
3997189,Algebraic Geometry,Commutative Algebra,Number Theory,No,BRAZIL,22.3,Male,Not Sure,Y,Portuguese,Yes,28,22,24,30,Chemistry,3.92,2,Yes,157,170,3,Yes,860,3,11.7,16.7,20,16.7,13.3,16.7,10,30,3.67,Reject
3997230,Differential Equations,Statistics,Applied Mathematics,No,UNITED STATES,21.4,Female,No,N,Other,No,,,,,Mathematics,3.6,1,Yes,147,160,4,No,,4,8.8,10,15,10,12.5,15,15,22.5,2.75,Reject
3997362,Applied Mathematics,Numerical Analysis,Statistics,No,CHINA,24.6,Male,Unspecified,Unspecified,Simplified Chinese,Yes,29,20,25,27,Mathematics,3.42,2,Yes,152,170,3.5,No,,3,20,20,20,20,20,20,20,26.7,3.38,Reject
3997563,Geometry/Topology,Representation Theory,0,No,TAIWAN,23.7,Female,Not Sure,N,Traditional Chinese,Yes,24,22,21,23,Mathematics,3.6,2,Yes,144,165,3,Yes,820,3,16.7,20,20,20,20,20,13.3,26.7,3,Reject
3997705,Applied Mathematics,Geometry/Topology,Mathematical Biology,Yes,UNITED STATES,31.1,Male,No,N,English,No,,,,,Pure Mathematics,3.6,5,Yes,,,,No,,4,8.8,10,12.5,13.8,13.8,17.5,15,16.3,3,Reject
3997708,Undecided,0,0,Yes,UNITED STATES,22.6,Female,No,N,English,No,,,,,Mathematics,3.12,1,Yes,156,161,5,No,,3,13.3,13.3,10,10,16.7,16.7,11.7,16.7,3,Reject
3997736,Algebraic Geometry,Commutative Algebra,Representation Theory,No,CHINA,24,Male,Unspecified,N,Simplified Chinese,Yes,28,27,27,28,Mathematics,3.3,3,Yes,152,170,3,Yes,860,3,10,10,20,20,15,16.7,16.7,23.3,2.75,Reject
3997772,Algebraic Geometry,Commutative Algebra,Geometry/Topology,No,COSTA RICA,24,Male,Not Sure,N,Spanish,No,,,,,Mathematics,0,1,Yes,,,,Yes,820,3,13.3,8.3,16.7,13.3,16.7,16.7,16.7,23.3,3,Reject
3997797,Statistics,Probability,Differential Equations,Yes,UNITED STATES,28.9,Male,No,N,English,No,,,,,Mathematics,4,3,Yes,156,164,4,Yes,530,3,15,15,16.7,15,15,15,13.3,25,3,Reject
3998080,Mathematical Biology,Applied Mathematics,Numerical Analysis,Yes,UNITED STATES,27.5,Male,No,N,English,No,,,,,Mathematics,3.78,3,Yes,165,165,4,Yes,640,3,13.3,13.3,8.3,8.3,16.7,13.3,8.3,11.7,3.75,Reject
3998203,Algebraic Geometry,Applied Mathematics,Geometry/Topology,No,KOREA REPUBLIC OF,24.2,Female,Not Sure,N,Korean,Yes,27,20,24,20,Mathematics,3.75,3,Yes,143,169,3.5,Yes,850,3,16.7,13.3,20,20,20,20,20,26.7,3.85,Reject
3998242,Geometry/Topology,Algebraic Geometry,0,No,CHINA,21.7,Male,No,N,Simplified Chinese,Yes,29,24,24,30,Mathematics,3.11,1,Yes,153,167,3,Yes,860,3,13.3,16.7,16.7,16.7,16.7,20,16.7,16.7,3.35,Reject
3998276,Algebraic Geometry,Geometry/Topology,Commutative Algebra,Yes,UNITED STATES,21.2,Male,No,N,English,No,,,,,Physics,3.83,1,Yes,163,162,3.5,Yes,720,3,13.3,6.7,13.3,16.7,20,16.7,20,23.3,2.75,Reject
3998309,Number Theory,Commutative Algebra,Algebraic Geometry,No,SRI LANKA,28.4,Female,No,Y,Other,No,,,,,Mathematics,3.42,3,Yes,145,161,3,Yes,720,3,13.3,3.3,20,13.3,16.7,16.7,3.3,18.3,3.93,Reject
3998437,Undecided,Geometry/Topology,Representation Theory,Yes,UNITED STATES,21.4,Male,No,N,English,No,,,,,Mathematics,3.97,1,Yes,169,170,5.5,Yes,820,4,17.5,17.5,20,20,20,20,17.5,30,3.25,Reject
3998628,Geometry/Topology,Undecided,0,Yes,UNITED STATES,23.9,Female,No,N,English,No,,,,,Mathematics,3.91,1,Yes,159,160,4,Yes,590,4,17.5,17.5,20,20,17.5,20,20,25,4.02,Reject
3998715,Applied Mathematics,Statistics,Undecided,No,CHINA,29.2,Male,No,N,Other,Yes,25,22,23,27,Mathematics,3.2,2,Yes,147,162,2.5,Yes,720,3,16.7,10,16.7,20,11.7,16.7,16.7,16.7,3,Reject
3998785,Algebraic Geometry,Commutative Algebra,Number Theory,No,NEW ZEALAND,22.1,Male,No,Y,English,No,,,,,Business,3.98,1,Yes,158,170,4,Yes,970,3,20,20,20,20,20,20,20,30,2.75,Reject
3998910,Commutative Algebra,Algebraic Geometry,Number Theory,Yes,UNITED STATES,21.5,Female,No,N,English,No,,,,,Mathematics,4,1,Yes,161,161,4.5,No,,3,20,20,20,16.7,20,20,16.7,26.7,3.5,Reject
3999020,Algebraic Geometry,Number Theory,Commutative Algebra,Yes,UNITED STATES,21.8,Male,No,N,English,No,,,,,Mathematics,3.7,2,Yes,164,160,5,Yes,550,3,20,20,16.7,16.7,16.7,16.7,13.3,20,3.13,Reject
3999024,Geometry/Topology,Probability,Statistics,No,BANGLADESH,38.1,Male,Not Sure,Y,Other,Yes,23,23,26,28,Mathematics,3.62,4,Yes,153,166,3.5,No,,3,13.3,16.7,20,13.3,20,20,16.7,26.7,2.5,Reject
3999071,Applied Mathematics,Statistics,Probability,No,TAIWAN,33.8,Male,No,Y,Traditional Chinese,No,,,,,Mathematics,3.73,3,Yes,151,157,3,No,,3,11.7,13.3,20,20,20,20,20,23.3,3.29,Reject
3999109,Algebraic Geometry,Commutative Algebra,Number Theory,No,INDIA,22.2,Male,Unspecified,Unspecified,Other,Yes,30,29,28,30,Mathematics,3.85,2,Yes,165,170,4,Yes,930,3,16.7,16.7,20,16.7,20,20,16.7,26.7,3.38,Reject
3999182,Number Theory,Algebraic Geometry,0,No,UNITED STATES,23.6,Male,Yes,Y,Spanish,No,,,,,Mathematics,3.9,2,Yes,159,162,3,No,,3,20,20,20,20,20,20,20,26.7,3,Reject
3999273,Number Theory,Algebraic Geometry,Commutative Algebra,No,VIET NAM,21.2,Male,Yes,N,Other,No,,,,,Mathematics,3.49,1,Yes,163,170,4,No,,3,13.3,16.7,20,20,6.7,20,20,26.7,1.75,Reject
3999369,Statistics,Probability,Applied Mathematics,No,GREECE,30.3,Male,Yes,Y,Greek,No,,,,,Mathematics,3.59,2,No,,,,No,,3,10,10,16.7,20,13.3,20,13.3,20,2.25,Reject
3999432,Algebraic Geometry,Representation Theory,Number Theory,No,CHINA,34.6,Male,Not Sure,Unspecified,Simplified Chinese,No,,,,,Mathematics,0,2,Yes,,,,No,,3,16.7,10,15,15,13.3,16.7,15,21.7,2.88,Reject
3999470,Differential Equations,Numerical Analysis,Applied Mathematics,No,CHINA,23.9,Male,No,N,Simplified Chinese,Yes,29,24,24,29,Mathematics,3.47,3,Yes,153,168,3,Yes,770,3,16.7,13.3,20,16.7,16.7,16.7,16.7,18.3,4.13,Reject
3999475,Numerical Analysis,Differential Equations,Applied Mathematics,Yes,UNITED STATES,28.4,Male,Not Sure,Y,English,No,,,,,Mathematics,3.62,2,Yes,157,168,3.5,Yes,700,3,16.7,13.3,20,16.7,20,20,20,26.7,3.87,Reject
3999567,Algebraic Geometry,Geometry/Topology,Commutative Algebra,Yes,UNITED STATES,22.1,Male,No,N,English,No,,,,,Pure Mathematics,3.92,2,Yes,157,169,5,Yes,700,3,20,20,20,20,20,16.7,16.7,26.7,3.5,Reject
3999582,Representation Theory,Geometry/Topology,Algebraic Geometry,Yes,UNITED STATES,21.4,Male,No,N,English,No,,,,,Mathematics,3.8,1,Yes,167,169,5,Yes,710,3,13.3,16.7,16.7,16.7,16.7,16.7,13.3,23.3,3.13,Reject
3999597,Mathematical Biology,Differential Equations,Applied Mathematics,No,NEPAL,21.5,Female,Yes,N,Other,No,,,,,Mathematics,3.92,1,Yes,,,,No,,4,17.5,15,20,20,20,20,17.5,30,2.5,Reject
3999714,Algebraic Geometry,Geometry/Topology,0,No,TAIWAN,24.1,Male,No,N,Traditional Chinese,Yes,30,22,25,26,Mathematics,3.76,1,Yes,153,169,3.5,No,,3,20,20,20,20,20,20,20,26.7,3.5,Reject
3999727,Representation Theory,Commutative Algebra,0,Yes,UNITED STATES,23.6,Female,No,N,English,No,,,,,Biology,4,2,Yes,167,170,4,Yes,850,3,10,16.7,20,16.7,16.7,16.7,20,23.3,3.88,Reject
3999748,Differential Equations,Applied Mathematics,0,No,CHINA,21.4,Male,Not Sure,Y,Simplified Chinese,Yes,29,24,26,29,Mathematics,3.72,2,Yes,157,167,3.5,Yes,790,3,13.3,10,16.7,16.7,20,20,16.7,23.3,3.25,Reject
3999754,Geometry/Topology,Algebraic Geometry,0,Yes,UNITED STATES,51.1,Male,Not Sure,N,English,No,,,,,Applied Mathematics,3,2,Yes,170,168,4,Yes,720,3,13.3,13.3,13.3,16.7,16.7,16.7,13.3,20,3,Reject
3999840,Differential Equations,Algebraic Geometry,Undecided,No,CHINA,20.4,Female,Unspecified,Unspecified,Simplified Chinese,Yes,26,24,23,24,Mathematics,3.62,3,Yes,150,170,3,Yes,880,3,5,6.7,13.3,20,20,16.7,6.7,20,3.67,Reject
3999849,Geometry/Topology,Algebraic Geometry,Undecided,No,CHINA,22.5,Male,Not Sure,N,Traditional Chinese,No,,,,,Mathematics,3.97,1,Yes,159,170,4,Yes,820,3,16.7,16.7,20,20,16.7,16.7,13.3,25,3.93,Reject
3999854,Algebraic Geometry,Commutative Algebra,Geometry/Topology,No,CANADA,21.7,Female,No,N,English,No,,,,,Mathematics,3.95,1,Yes,161,165,4.5,Yes,680,3,20,20,20,20,20,20,20,30,4.13,Reject
3999879,Representation Theory,Number Theory,Geometry/Topology,No,INDIA,24.2,Male,No,N,English,Yes,28,24,27,30,Mathematics,3.52,1,Yes,159,165,3.5,Yes,680,3,16.7,10,13.3,16.7,16.7,15,15,21.7,3.25,Reject
3999917,Algebraic Geometry,Commutative Algebra,Geometry/Topology,Yes,UNITED STATES,21,Male,Unspecified,Unspecified,English,No,,,,,Mathematics,3.91,2,Yes,158,162,3.5,No,,3,13.3,10,16.7,13.3,16.7,16.7,16.7,26.7,3.75,Reject
3999924,Geometry/Topology,Differential Equations,Applied Mathematics,No,IRAN (ISLAMIC REPUBLIC OF),21.5,Male,Not Sure,Y,Other,Yes,25,19,22,22,Mathematics,0,1,Yes,141,164,3,Yes,910,3,6.7,13.3,16.7,16.7,10,16.7,10,23.3,4.33,Reject
